ENSEMBL,mean.nrc.f,mean.nrc.m,pvalue,stderr,foldchangesMF,log2FoldChangeMF,ENTREZID,SYMBOL
FBgn0004172,0,1602.584705,5.72E-06,107.446091,Inf,Inf,40889,Mst84Da
FBgn0261502,0,205.5040225,2.57E-05,17.84050037,Inf,Inf,10178825,CG42650
FBgn0037502,0.21741291,528.7001718,3.65E-07,22.24344446,2431.779111,11.24779647,40892,wa-cup
FBgn0003885,698.181334,1883.010834,4.58E-06,76.47920262,2.697022596,1.431367609,40904,alphaTub84D
FBgn0051146,132.5313425,211.9380312,0.006287858,19.32135906,1.599154035,0.67730891,40913,Nlg1
FBgn0037512,0.18504865,343.0044411,1.90E-06,19.05973057,1853.59062,10.85610693,40915,CG2616
FBgn0037514,0.362305245,308.6523785,8.68E-06,22.19937849,851.9125318,9.734561502,40917,CG10919
FBgn0037517,102.0253479,181.3292284,0.009957201,21.36965285,1.777295859,0.829683861,40920,CG10086
FBgn0085413,75.93957957,258.4298528,1.18E-06,9.367321697,3.403098283,1.766848817,5740362,CG34384
FBgn0260005,299.311488,460.8656461,0.000644844,24.95398797,1.539752614,0.622698577,40931,wtrw
FBgn0014931,120.2186169,13.01548357,1.90E-07,4.042596985,-9.236584742,-3.207359509,40937,CG2678
FBgn0002542,353.2590183,165.7936368,0.015270606,55.8293432,-2.130715177,-1.091337754,45894,lds
FBgn0010401,119.397624,254.9878411,0.001577461,24.8484433,2.135619056,1.094654327,40942,Os-C
FBgn0037535,56.53704078,41.12709071,0.012402181,4.368266752,-1.374690984,-0.459107352,40944,PIG-H
FBgn0037536,542.0083643,852.483536,5.06E-06,20.38906342,1.57282358,0.653356856,40945,CG2698
FBgn0037538,111.1093191,255.3247527,1.15E-05,10.89609966,2.297959836,1.200353582,40947,CG3223
FBgn0037540,50.87375255,18.45866928,0.013329969,9.345857982,-2.756089931,-1.462622964,40949,Pbp95
FBgn0037543,105.9790505,65.86054295,0.00049366,5.895950336,-1.609143286,-0.686292796,40952,CG10903
FBgn0262363,0.477100496,138.7858867,0.000333039,18.90595186,290.8944508,8.184351965,12798058,CG43061
FBgn0037546,25.86791544,49.73145455,0.026512057,8.162805241,1.922514965,0.942994829,40955,mAChR-B
FBgn0037547,2056.372782,4556.839581,0.003259309,529.8032024,2.21595988,1.147931761,40956,CG7910
FBgn0037548,6.10005462,19.78833312,0.007720415,3.483788881,3.24395999,1.697756026,40957,CG7900
FBgn0037549,492.58247,377.9914708,0.000133438,13.28071069,-1.303157632,-0.382011605,40959,CG7878
FBgn0037552,84.72402367,110.3404315,0.039459519,9.768332178,1.302351171,0.381118515,40963,CG7800
FBgn0040528,2.55950137,110.3875493,3.87E-05,10.0496626,43.12853689,5.430570869,50001,CG15864
FBgn0014861,425.6891502,37.26794384,0.000741472,61.59035708,-11.42239432,-3.51379319,40973,Mcm2
FBgn0037566,278.462977,129.4658471,3.53E-05,13.66407354,-2.150860503,-1.10491396,40980,mRpL1
FBgn0037572,0,44.3609189,1.18E-05,3.366667624,Inf,Inf,40986,CG11698
FBgn0037573,355.1896326,248.1184058,0.000142122,12.54959777,-1.431532785,-0.517560712,40987,CG7483
FBgn0037577,385.7638549,25.44384801,0.000443891,51.92312458,-15.16138026,-3.922329194,40992,CG7443
FBgn0004908,51.87787742,112.147728,0.000372899,8.410890197,2.161764004,1.112209035,40993,Arl2
FBgn0037579,0.147159511,390.1784812,3.86E-07,16.57502047,2651.398332,11.37253771,40995,COX7AL
FBgn0037580,1201.874486,2902.060294,8.56E-06,122.139094,2.414611782,1.271791253,40996,DppIII
FBgn0037581,10.36166303,103.0561096,2.82E-05,8.17626294,9.945904373,3.31410256,40997,CG7352
FBgn0261108,341.6011741,298.1342219,0.007681361,11.05031977,-1.145796588,-0.196350946,40998,Atg13
FBgn0037592,220.8333485,438.1512558,4.69E-05,20.93998903,1.984081022,0.988470941,41009,CG11737
FBgn0266916,277.7727167,110.527078,0.009078287,44.13350631,-2.513164391,-1.329505044,41014,Cenp-C
FBgn0261929,12.83118228,29.84667784,0.000584594,2.580506598,2.326105046,1.21791625,41017,5-HT2B
FBgn0037602,27.14009684,42.81544935,0.005477688,3.702514649,1.577571723,0.657705598,41021,SLIRP2
FBgn0037608,179.8770545,104.326793,7.73E-06,5.333426236,-1.724169308,-0.78590145,41028,mRpL19
FBgn0037616,4.494903054,2201.414625,1.43E-07,78.98755537,489.7579767,8.93592518,41037,CG8136
FBgn0037618,0.769152342,9.460209807,0.008512064,2.260517941,12.29952675,3.620530901,41039,ouib
FBgn0037622,99.83200946,85.83631846,0.042868254,5.465572016,-1.163050924,-0.217914266,41043,CG8202
FBgn0037626,0.804923118,308.4877746,5.64E-06,20.58280409,383.2512294,8.58214661,41047,CG8236
FBgn0037630,2.082549687,17.72296117,0.00111587,2.68041595,8.510222484,3.089196849,41052,Ir85a
FBgn0040532,304.1681748,560.5653966,0.001575833,46.97821181,1.842945591,0.882013479,50005,CG8369
FBgn0037638,214.2041507,306.0508793,0.000764765,14.64890631,1.428781274,0.514785077,41060,CG8379
FBgn0003015,4717.298251,1.973053353,3.23E-06,286.8266463,-2390.861983,-11.22331513,41066,osk
FBgn0037643,2832.454823,4707.768064,0.00102158,315.9984412,1.662080548,0.7329903,41067,ScsbetaA
FBgn0037650,0,71.63884514,8.99E-06,5.18911869,Inf,Inf,41076,CG11977
FBgn0037652,445.4855908,184.0818788,1.54E-06,14.03320742,-2.42004044,-1.275031156,41078,CG11980
FBgn0037653,269.9630327,791.2932212,5.20E-07,23.28943461,2.93111695,1.551450532,41080,Iru
FBgn0037654,2.918411606,283.9117208,2.20E-06,16.01552648,97.28296044,6.604115227,41081,CG11983
FBgn0037656,58.75285484,91.48476615,0.043381602,12.82667527,1.557111844,0.638872574,41083,CG11986
FBgn0037657,299.7305456,233.789264,0.00799957,16.91535316,-1.282054361,-0.358457436,41086,hyx
FBgn0028708,95.23280065,62.22209214,0.041813236,12.7987139,-1.530530353,-0.614031656,41089,Mst85C
FBgn0037659,368.8025884,276.9100904,0.00201962,17.67995083,-1.331849583,-0.413431156,41090,Kdm2
FBgn0037661,20.95553895,42.10629854,0.004106276,4.700728452,2.009315945,1.006704431,41092,Ada
FBgn0037664,74.93874012,584.0507522,0.000113457,57.32503489,7.793709252,2.962310112,41097,CG8420
FBgn0037667,52.63359854,32.30484681,0.003776429,4.440032053,-1.629278691,-0.704233401,41100,CG16734
FBgn0037675,0,7.761400362,0.001073332,1.320254186,Inf,Inf,41108,HP1e
FBgn0037683,39.69456492,63.83052898,0.00504927,5.602787304,1.608042036,0.68530512,41116,CG18473
FBgn0011740,194.9332808,315.0094063,0.000698311,18.82638952,1.615985762,0.692414487,41126,alpha-Man-IIa
FBgn0261552,1236.698006,2824.496839,2.08E-05,132.9114364,2.283901831,1.191500641,44258,ps
FBgn0043791,213.7350872,606.2949314,0.047572705,158.0607616,2.836665423,1.504195999,41135,phu
FBgn0037700,231.3386264,174.6326258,0.001156141,9.784551479,-1.324715959,-0.405683055,41137,CG8149
FBgn0014022,125.623174,62.28825942,0.000166869,7.639669729,-2.016803411,-1.012070463,41139,Rlb1
FBgn0037709,241.6615312,188.0171809,0.021950393,17.47541841,-1.285316215,-0.362123337,41149,CG8199
FBgn0027950,97.12462799,134.4265173,0.025423777,12.62025765,1.384062107,0.468908683,41151,MBD-like
FBgn0037717,88.46171111,33.37455507,3.49E-05,5.042161072,-2.650573496,-1.406304545,41160,CG8301
FBgn0037720,371.2557767,591.2581419,0.000139485,25.69995503,1.592589743,0.671374671,41163,CG8312
FBgn0037722,83.40455699,34.74612505,0.008566465,12.67396518,-2.400398803,-1.263274116,41165,CG8319
FBgn0037723,474.1093374,100.3031448,1.20E-07,13.05935945,-4.726764434,-2.240852967,41167,SpdS
FBgn0012344,27.10607305,80.3784744,0.000614661,8.155102499,2.965330841,1.568193075,41170,Dh44
FBgn0037727,34.65364132,50.99173898,0.042179082,6.350459001,1.471468424,0.557256584,41172,Nepl12
FBgn0037728,1818.000082,1319.231588,0.000122678,56.94621467,-1.378075008,-0.462654416,41173,p23
FBgn0028997,50.16537853,491.5840458,3.39E-07,18.34808238,9.799269143,3.292674153,41174,nmdyn-D7
FBgn0278604,300.8846912,177.196359,0.029404599,43.48797583,-1.698029761,-0.763861745,41180,dmt
FBgn0037737,102.1722661,55.29059016,0.001222785,8.177140479,-1.847914189,-0.885897764,41185,Pnn
FBgn0051415,0.50719758,414.3720213,2.58E-06,24.23669578,816.9834348,9.674163016,318722,CG31415
FBgn0037743,150.4904627,190.7344582,0.035726726,14.92274486,1.26741891,0.341893446,41191,CG8412
FBgn0037746,94.1706507,252.2271099,0.002287854,31.17448585,2.678404663,1.421373945,41194,CG8478
FBgn0037747,207.5789411,313.8417377,0.000291007,14.17229182,1.511915111,0.596377139,41195,Naa80
FBgn0037754,82.68914225,154.1373941,0.000691297,11.1809416,1.864058448,0.898447096,41203,CG8500
FBgn0037756,895.3508777,383.8372649,5.24E-08,15.54371232,-2.332631455,-1.221958386,41205,CG8507
FBgn0037759,11.56928267,1924.435077,1.66E-06,103.9966685,166.3400517,7.377991776,41208,CG8526
FBgn0037761,5.697890686,1.007166519,0.019781936,1.488502022,-5.657347202,-2.500125715,41210,CG8534
FBgn0037762,1243.346446,6.177786804,0.000347265,170.4124336,-201.2608214,-7.652922546,41211,eloF
FBgn0037778,65.69320808,46.17339395,0.021589976,6.33217232,-1.422750256,-0.508682439,41228,mtTFB2
FBgn0037780,179.7844394,369.3300141,3.46E-06,11.66831292,2.054293549,1.038642351,41230,ohgt
FBgn0051410,10.78355014,2.265986322,0.007539952,2.156491284,-4.758876979,-2.25062116,326136,Npc2e
FBgn0037783,4.639589875,37.19612884,0.024670906,10.92895452,8.017115703,3.003083295,41233,Npc2c
FBgn0037788,390.880123,582.3113655,0.008053503,49.1796074,1.489744122,0.575064555,41238,CAH7
FBgn0051477,0.662149145,23.79978514,0.007865763,5.913118404,35.94323924,5.167648527,326144,ATPsynepsilonL
FBgn0086359,255.7951208,508.6197675,8.55E-05,27.07732341,1.988387292,0.991598788,49580,Invadolysin
FBgn0004575,252.6090633,454.6779504,0.002243052,39.69814585,1.799927304,0.84793864,41247,Syn
FBgn0262617,586.8651681,1123.798648,0.000120019,61.06505326,1.914917956,0.937282581,41256,Nuak1
FBgn0051406,0.362305245,63.02473057,0.000757955,9.977374077,173.9547839,7.442568544,318715,CG31406
FBgn0015396,232.0936799,59.04976136,0.006839104,42.88261314,-3.93047617,-1.974704103,41265,jumu
FBgn0037815,78.8984549,20.28376268,4.62E-05,5.633517724,-3.889734668,-1.959671747,41270,Rrp46
FBgn0037817,57.17124572,112.0239003,0.000312157,7.409860107,1.959444803,0.970444933,41272,Cyp12e1
FBgn0037824,0,72.90443413,1.41E-05,5.707625775,Inf,Inf,41281,CG14684
FBgn0037827,0,256.0209964,7.91E-08,8.336725838,Inf,Inf,41284,CG4073
FBgn0037831,161.6605872,136.3943309,0.046987249,10.13591423,-1.185244182,-0.245184311,41289,Cap-H2
FBgn0260944,265.7487143,195.275506,6.48E-05,7.188480776,-1.360891182,-0.444551713,41294,Rbp1
FBgn0017577,418.8515097,16.62055236,0.001509932,73.08636606,-25.20081768,-4.65539864,41296,Mcm5
FBgn0261053,102.3609963,123.1704378,0.032531884,7.519352439,1.203294636,0.266989941,41302,Cad86C
FBgn0259740,52.83459159,90.02576737,0.006572884,9.136990962,1.703917162,0.768855199,7354424,CG42394
FBgn0037844,123.0867665,2.40941745,0.013088204,34.64358403,-51.08569563,-5.674847477,41306,CG4570
FBgn0037848,97.54918264,60.96918501,0.007708018,9.306624988,-1.599975178,-0.678049523,41310,Tsp86D
FBgn0022359,153.9741566,240.3632411,0.00715843,21.6234904,1.561062235,0.642528055,41313,Sodh-2
FBgn0037856,78.23377725,46.73959189,0.004340859,7.081354505,-1.673822429,-0.743146485,41320,Leash
FBgn0037857,0.147159511,291.1818001,4.99E-07,12.9127064,1978.681492,10.95032369,41321,Tengl4
FBgn0083950,44.49543843,71.99615583,0.002384738,5.469373855,1.618057005,0.694262435,4379854,side-VI
FBgn0263403,0,88.72520326,0.000461545,12.87800478,Inf,Inf,12797883,CG43449
FBgn0037862,0.21741291,1058.391156,2.08E-05,88.53476118,4868.115505,12.24914768,41326,mAcon2
FBgn0261808,314.599053,457.7976757,0.000102789,15.84377292,1.455178175,0.54119581,41339,cu
FBgn0037874,6402.04601,3916.433425,7.65E-05,261.03851,-1.634662285,-0.708992611,41341,Tctp
FBgn0037879,10.01623005,2589.338767,7.91E-05,272.4531274,258.5143067,8.014100314,41348,scpr-C
FBgn0037883,35.55115231,19.90276258,0.004039082,3.465887666,-1.786242094,-0.836927626,41352,CG14701
FBgn0037889,4.203830229,2238.858994,0.00010192,246.8747079,532.5759777,9.056843546,41358,scpr-A
FBgn0037891,2011.823997,2884.42294,0.015849602,262.2135483,1.43373523,0.519778624,41360,CG5214
FBgn0004595,262.2934929,594.2690713,0.000115953,37.52467353,2.265664561,1.179934281,41363,pros
FBgn0011774,138.5337078,60.1025363,0.033141342,28.48500268,-2.304956103,-1.204739275,117419,Irbp
FBgn0037894,678.8540729,540.759083,0.024074399,46.06442239,-1.255372483,-0.328115492,41367,Ranbp9
FBgn0037900,101.1618612,653.5168646,2.14E-06,31.34522389,6.460111122,2.691558981,41373,CG5276
FBgn0037902,26.28351567,79.28839887,0.000427225,7.584416682,3.016658801,1.59295153,41375,CG5281
FBgn0046225,76.77595017,851.9845478,2.41E-06,44.88269997,11.09702382,3.472100898,41376,CG17230
FBgn0037910,0,75.8029251,3.08E-05,6.790675783,Inf,Inf,41383,CG14708
FBgn0037911,73.39125841,95.57251416,0.022493473,7.271019816,1.302232939,0.380987536,41384,CG10898
FBgn0263316,147.3852026,207.1449154,0.022239751,19.53262064,1.405466165,0.491048722,41387,Mrp4
FBgn0037916,0.147159511,50.56269852,2.24E-05,4.272528281,343.5911025,8.424548867,41389,CG5342
FBgn0037917,259.0327754,327.107085,0.013568266,19.70946081,1.262801915,0.336628354,41390,wkd
FBgn0037922,110.8442116,76.15360293,0.040460263,13.32352243,-1.4555347,-0.541549234,41395,CG14711
FBgn0037924,291.2348363,967.1002091,0.000237261,86.86053718,3.320688629,1.731482452,41397,CG14712
FBgn0037926,377.7438389,161.552952,2.88E-05,19.13784105,-2.338204497,-1.225401112,41399,Elp1
FBgn0259227,345.6264332,399.6180874,0.024210535,18.03630122,1.156213903,0.209408326,41401,CG42327
FBgn0037930,266.6019341,117.9081155,2.77E-05,13.07279151,-2.261099101,-1.177024225,41403,CG14715
FBgn0037933,137.2582835,298.7704077,1.76E-06,8.861227535,2.176702199,1.122144042,41407,Ho
FBgn0265271,0.144892335,334.9485036,6.90E-06,23.17835559,2311.706155,11.17474231,41412,CG14717
FBgn0037939,0.329940985,2745.499688,9.64E-07,136.0771322,8321.184127,13.02257313,41413,CG14718
FBgn0025821,0,288.6820442,6.55E-05,29.49526611,Inf,Inf,41414,I-t
FBgn0037941,21.23206511,42.88608965,0.009166947,5.726689903,2.019873687,1.014265077,41416,CG12594
FBgn0037942,135.7826236,463.3534696,1.79E-06,18.02186724,3.41246514,1.770814308,41417,CG14721
FBgn0037943,260.0738348,211.7103511,0.001443697,8.711322497,-1.228441753,-0.296829453,41419,CG14722
FBgn0262364,0,51.71747508,7.71E-06,3.649312066,Inf,Inf,12797888,CG43062
FBgn0037950,18.63281846,34.73942868,0.001061275,2.733896014,1.864421572,0.898728111,41426,HisCl1
FBgn0003312,17.22941598,4.449689831,0.004908674,2.948894854,-3.872048756,-1.953097119,44858,sad
FBgn0051368,231.4073221,150.1513154,0.000905129,13.37982789,-1.541160805,-0.624017401,41437,CG31368
FBgn0085336,0,18.86094047,1.75E-06,1.034072197,Inf,Inf,5740370,CG34307
FBgn0037964,0,45.03951792,0.000783143,7.215746017,Inf,Inf,41442,CG14731
FBgn0051211,403.2542591,611.8283042,0.000188513,25.71595962,1.517227135,0.601437079,41443,CG31211
FBgn0260743,411.5009876,196.3433982,4.87E-05,20.87272613,-2.095822887,-1.067516803,41448,GC1
FBgn0037970,0.147159511,393.7374981,1.68E-06,21.42736668,2675.583089,11.38563762,41449,GC2
FBgn0037979,202.057623,260.7251992,0.000710511,9.228308571,1.29035072,0.367763246,41459,GCC185
FBgn0037985,0.33220816,2486.006875,7.31E-08,79.86481761,7483.280583,12.86945515,41465,ssp5
FBgn0037986,0.18504865,223.0905832,0.000188409,27.48022569,1205.578013,10.23550929,41466,CG14736
FBgn0051361,19.04285505,1338.13065,3.66E-06,81.96781852,70.26943421,6.134825377,41470,dpr17
FBgn0263404,0,39.13813433,0.000952424,6.507337086,Inf,Inf,12797889,CG43450
FBgn0037995,0,767.6008193,2.16E-06,43.62960621,Inf,Inf,41476,CG3809
FBgn0037997,38.15674762,55.38598943,0.025644819,5.842318045,1.451538532,0.53758287,12797890,CG14742
FBgn0038000,6.078808327,505.6071022,2.26E-07,19.40233888,83.17536514,6.378084389,41481,Rsbp15
FBgn0038008,0,556.4916586,2.03E-06,31.29354205,Inf,Inf,41489,CG3942
FBgn0264830,0,11.49155289,0.00043569,1.650275239,Inf,Inf,14462454,CG44038
FBgn0038012,0.65988197,38.91097223,4.43E-07,1.66327081,58.96656372,5.881825218,41494,CG10013
FBgn0085431,16.67399542,31.71116791,0.005334714,3.531757821,1.901833791,0.927391168,41513,CG34402
FBgn0053098,33.10238218,95.82096799,7.45E-05,6.555387027,2.894684965,1.533406345,326253,CG33098
FBgn0038038,573.0311486,807.2244733,0.003617502,50.69741536,1.408692137,0.494356352,41521,Sccpdh2
FBgn0038043,352.5137835,204.6261481,0.001208783,25.73748092,-1.722721103,-0.784689157,41526,CG17202
FBgn0038045,1.503822061,4.157873191,0.01526891,0.79038578,2.764870458,1.467211888,41528,NANS
FBgn0038049,262.238675,382.3220507,0.000434114,17.23337343,1.457916345,0.543907941,41533,Srlp
FBgn0086687,5153.597855,10922.68511,0.000312054,779.2796934,2.11942907,1.083675685,117369,Desat1
FBgn0038054,1.348870496,74.15021003,9.43E-05,7.932814924,54.97207496,5.780627031,41539,CG5509
FBgn0038055,133.4544247,103.0057638,0.017642782,9.391969402,-1.295601525,-0.373622072,41540,trus
FBgn0038057,117.493744,31.47123022,2.24E-05,7.289782739,-3.733369912,-1.900478462,41542,CG12267
FBgn0028374,18.32272132,28.29325536,0.04894228,4.048678878,1.544162293,0.626824389,41547,Hug
FBgn0038065,463.2088544,676.7977131,6.52E-05,21.80463681,1.461107029,0.547061862,41551,Snx3
FBgn0260444,165.9767216,133.419491,0.006431445,7.960787924,-1.244021547,-0.315011474,41552,Not10
FBgn0042207,1.280884273,16.68504089,0.001732221,2.875250287,13.02618921,3.703343182,59241,CG18530
FBgn0038067,0.479367671,621.0657333,9.44E-05,67.63617833,1295.593698,10.33939764,41554,CG11598
FBgn0038068,0.292051846,13.54835476,0.009031337,3.494048218,46.39023836,5.535749354,41555,CG11600
FBgn0038069,0,143.2123803,9.42E-08,4.801866872,Inf,Inf,41556,CG11608
FBgn0038072,206.6595407,375.5778664,0.001010432,28.40386401,1.817374921,0.861856075,41559,CG6225
FBgn0038073,2.782725277,66.78989144,1.13E-05,4.820135775,24.00161166,4.585059378,41560,CG14395
FBgn0038074,7.38062976,487.0105534,0.006384354,117.0905187,65.98495918,6.044065304,41561,Gnmt
FBgn0038080,61.8569048,113.986198,0.000555586,7.831115621,1.842740084,0.881852595,41570,CG12279
FBgn0038082,609.5002939,229.0683594,0.003907807,83.68260203,-2.660779059,-1.41184872,41573,Ugt37A2
FBgn0038089,0.144892335,105.7837735,6.74E-07,4.929558257,730.0853641,9.511921349,41580,d-cup
FBgn0038092,8.548167255,24.65681512,0.000887492,2.642596951,2.884456327,1.52829942,41583,beat-Vb
FBgn0087021,47.39978307,10.27094991,0.003202805,7.838792428,-4.61493664,-2.206310841,41585,Spc25
FBgn0038099,265.0903005,38.66545317,8.13E-05,24.03168696,-6.855998798,-2.777366857,41590,CG7091
FBgn0038100,322.7644947,963.6190854,1.72E-05,51.90390638,2.985517618,1.577981082,41591,Paip2
FBgn0051342,443.8741063,279.5210715,0.001098499,28.08176911,-1.587980842,-0.667193507,41592,CG31342
FBgn0038108,649.613309,526.9329459,0.002184982,23.97578756,-1.232819686,-0.301961805,41599,CG7518
FBgn0038109,0.72914484,362.9290505,4.07E-06,22.9204598,497.7461684,8.9592664,41600,CG11656
FBgn0020496,1004.588491,760.3934803,0.001317448,43.21070914,-1.321142957,-0.401786585,41602,CtBP
FBgn0002354,61.67615047,87.90615492,0.004355574,5.901908922,1.425286018,0.51125146,49762,l(3)87Df
FBgn0003308,183.2324334,271.2795227,0.019028053,27.67048811,1.480521312,0.566105259,41605,ry
FBgn0266615,0,0.721207277,0.024146176,0.240758704,Inf,Inf,19835488,CG45122
FBgn0001217,17.16130395,2176.561949,7.00E-06,149.8829358,126.8296369,6.986748096,41609,Hsc70-2
FBgn0051157,27.61632194,222.4843953,3.20E-06,11.83612913,8.056264548,3.010111059,318608,CG31157
FBgn0260962,714.1191538,354.0069691,0.000128022,41.42866902,-2.017246032,-1.012387052,41611,pic
FBgn0004666,78.26971389,21.51565543,0.000314338,7.67645848,-3.637802907,-1.863067381,41612,sim
FBgn0262365,0,91.64181317,2.48E-05,7.90266887,Inf,Inf,12797894,CG43063
FBgn0038122,0,281.0762178,8.07E-06,19.9890565,Inf,Inf,41619,CG8138
FBgn0038124,0,83.43010045,2.44E-06,4.840294125,Inf,Inf,41621,CG14380
FBgn0038125,0,85.52147633,2.91E-05,7.585922767,Inf,Inf,41622,CG8141
FBgn0003598,413.3671456,176.5049212,0.011671374,66.19988962,-2.341958189,-1.22771532,41627,Su(var)3-7
FBgn0038130,90.09208212,805.6939337,8.77E-05,76.989248,8.94300492,3.16075967,41629,CG8630
FBgn0052473,1855.827667,1428.260293,0.0264399,146.1497474,-1.299362362,-0.377803821,41636,CG32473
FBgn0038140,4.267430915,9.844068489,0.017829566,1.724589302,2.306790358,1.205886898,41639,PK2-R1
FBgn0027610,629.8796649,822.7495663,0.012720964,54.99903573,1.306201188,0.385377125,41640,Dic1
FBgn0038142,44.37097369,129.469334,6.93E-05,8.782171597,2.917883545,1.544922305,41642,CheA87a
FBgn0038144,3.178236497,9.809762533,0.003249818,1.404259693,3.08654266,1.625991731,41645,CG8870
FBgn0038145,2475.673947,3394.667949,6.05E-05,92.60869761,1.371209627,0.455449144,41646,Droj2
FBgn0038153,0.439211357,4.168195104,0.03429699,1.367151367,9.490180615,3.246435545,41654,Ir87a
FBgn0000046,2513.319681,4556.952239,0.004252119,457.519652,1.813120819,0.858475064,48632,Act87E
FBgn0038156,58.8431235,107.9274541,0.00390389,10.79469976,1.834155764,0.875116164,41657,side-IV
FBgn0038158,0,53.72656814,0.000469037,7.821389614,Inf,Inf,41659,CG14370
FBgn0038163,0.147159511,1647.20683,5.47E-07,74.20010872,11193.34267,13.45035331,41665,CG10841
FBgn0015778,2325.108585,1835.753197,0.007315506,123.0732491,-1.26656927,-0.340925981,47998,rin
FBgn0004587,1444.197207,974.4397498,2.79E-05,41.35193848,-1.482079531,-0.567622867,41670,B52
FBgn0038167,247.0459874,673.1886021,2.25E-05,36.14642736,2.724952586,1.446231127,41673,Lkb1
FBgn0002937,71.25722846,142.4699115,0.002019282,13.70073685,1.999374865,0.99954899,41678,ninaB
FBgn0038173,21.08200223,75.30799498,0.000342017,7.448511902,3.57214624,1.836791144,41680,Adgf-C
FBgn0085412,276.0526831,388.5383705,0.016453257,34.10947125,1.407479058,0.493113457,5740131,kmr
FBgn0038179,78.09717409,119.1673612,0.000374108,5.734909273,1.5258857,0.609646898,41686,CG9312
FBgn0038181,7520.418203,13426.00453,0.004900375,1362.213141,1.78527366,0.836145238,41688,CG9297
FBgn0038183,183.4959171,77.22512139,3.98E-06,6.697238149,-2.376116914,-1.248605824,41690,CG9286
FBgn0000454,1574.960219,1001.096788,0.007693444,145.9402954,-1.573234714,-0.653733925,48450,Dip-B
FBgn0047199,81.73582221,6.146266884,5.12E-06,4.974157126,-13.2984499,-3.733186186,251711,CG31517
FBgn0016672,341.1274715,403.2955206,0.015732923,18.64798444,1.182242869,0.24152644,41701,Ipp
FBgn0015270,95.60686052,6.885046625,0.01386357,25.81895353,-13.88616022,-3.795575817,41703,Orc2
FBgn0038194,1154.887208,1557.867378,0.04849775,163.1901091,1.348934656,0.431820464,41706,Cyp6d5
FBgn0038195,516.9555651,956.7520863,2.70E-06,25.94909835,1.850743373,0.888104863,41707,CG3061
FBgn0038198,253.9713564,543.8667572,0.000104683,32.17861084,2.141449197,1.098587452,41710,Npc2b
FBgn0262955,700.562587,431.6313814,0.001012454,45.23844526,-1.623057584,-0.698714186,41721,RpII140
FBgn0038210,0,501.5286755,3.56E-06,31.01278956,Inf,Inf,41725,CG3199
FBgn0038219,0,83.48204345,3.32E-05,7.577276315,Inf,Inf,41736,CG14839
FBgn0013767,14.85338898,26.30674416,0.010411462,3.117876403,1.771093734,0.824640568,41742,Crz
FBgn0011474,304.3127752,180.654296,0.015662515,37.05254428,-1.684503397,-0.752323337,41743,PR-Set7
FBgn0003480,32.2795336,14.16880321,0.015590832,5.42062278,-2.278211726,-1.18790183,41746,spn-B
FBgn0038234,67.52835139,47.77080623,0.002022822,3.802510876,-1.413590364,-0.499364111,41757,mRpL11
FBgn0085302,0,1.940140281,0.001953272,0.370816708,Inf,Inf,5740836,CG34273
FBgn0038236,365.2063675,2248.15977,2.46E-06,109.3669195,6.15586137,2.621960743,41759,Cyp313a1
FBgn0020299,145.2301618,264.5838681,3.38E-05,10.86457078,1.821824509,0.865383995,41770,stumps
FBgn0038246,45.13988511,70.26246978,0.012591599,7.146834306,1.556549593,0.638351543,41771,CG14853
FBgn0013981,1650.897088,1879.626673,0.017946492,70.84915048,1.138548663,0.187195956,41773,His4r
FBgn0038247,39.70676128,8.593615566,0.029117352,10.9104554,-4.620495411,-2.208047546,41774,Cad88C
FBgn0038250,68.29686199,127.249645,0.000325546,8.025032907,1.863184358,0.897770433,41777,CG3505
FBgn0038252,699.608342,96.55178549,0.000603372,91.99857751,-7.245938937,-2.857172648,41780,BigH1
FBgn0263929,432.5078271,580.5279546,0.006753431,36.58050919,1.342236876,0.424639298,41788,jvl
FBgn0038262,32.95385391,52.64474018,0.003769296,4.299029964,1.597529088,0.6758422,41791,CG14857
FBgn0038266,0,216.5923542,2.21E-06,12.35398607,Inf,Inf,41795,CG3610
FBgn0038268,70.50189666,50.19048209,0.006088657,4.907888271,-1.404686581,-0.490248266,41797,CG3631
FBgn0038273,13.13595581,2.667205224,0.009361743,2.781774432,-4.924988781,-2.300120438,41803,CG14860
FBgn0038275,137.1508455,38.93885784,2.89E-05,8.7002123,-3.522210282,-1.816481043,41805,CG3817
FBgn0038280,0,432.9320396,8.44E-05,46.26040358,Inf,Inf,41810,CG14861
FBgn0038281,0.147159511,370.3757096,2.09E-06,20.91355748,2516.83162,11.29739299,41811,RpL10Aa
FBgn0038295,16.13059213,38.08209725,0.004568055,4.988905302,2.360861706,1.239313534,41825,Gyc88E
FBgn0260659,370.4423782,307.5916401,0.004015179,13.9033069,-1.20433175,-0.268232857,8674000,CG42542
FBgn0038300,102.8164668,53.63210131,0.016300193,14.8805263,-1.917069521,-0.938902656,41830,Mau2
FBgn0038302,69.9304737,48.02909184,0.001083013,3.731952949,-1.456002415,-0.542012748,41832,CG4210
FBgn0263979,515.1853044,169.9573062,0.000447462,49.82198629,-3.031263062,-1.599919059,41836,Caf1-55
FBgn0038307,201.5304533,126.5870768,0.002020934,14.42083065,-1.592030233,-0.670867733,41838,mRpS10
FBgn0266599,29229.13224,14865.79528,1.34E-06,752.7986966,-1.966200375,-0.975410354,41840,Hsc70-4
