ENSEMBL,mean.nrc.f,mean.nrc.m,pvalue,stderr,foldchangesMF,log2FoldChangeMF,ENTREZID,SYMBOL
FBgn0265579,0,3.427182972,1.32E-05,0.26509295,Inf,Inf,19836138,CG44406
FBgn0032624,0,1011.247233,2.39E-06,58.44106657,Inf,Inf,35032,CG6304
FBgn0032625,0.144892335,147.0220833,9.25E-06,10.69237938,1014.69883,9.986835874,35033,CG15136
FBgn0051784,0,518.7413313,2.69E-06,30.58992074,Inf,Inf,318939,CG31784
FBgn0032629,20.35398522,38.80295435,0.008903767,4.847174453,1.906405745,0.930855204,35037,beat-IIIc
FBgn0032632,0.402461559,769.5805745,1.18E-05,58.35822009,1912.184051,10.90100568,35040,CG6380
FBgn0085199,0,118.903291,4.07E-07,5.096433455,Inf,Inf,5740214,CG34170
FBgn0267255,0,1.70940818,0.008969193,0.449859981,Inf,Inf,19834845,CG45691
FBgn0032634,88.81334482,64.00381059,0.011740104,6.943400651,-1.387625893,-0.472618667,35043,Rpb11
FBgn0051803,0.362305245,306.0113435,1.11E-06,15.52843364,844.6230016,9.722163726,318950,Rsph9
FBgn0011274,359.0515366,498.7278179,0.006160374,33.83582707,1.389014576,0.474061739,35045,Dif
FBgn0000183,660.7552515,425.1555805,1.02E-05,17.42534594,-1.554149309,-0.636125112,35051,BicD
FBgn0032643,562.3524681,412.3330367,6.50E-05,15.3107363,-1.363830734,-0.447664602,35056,GCS2beta
FBgn0003187,185.4320676,948.8502096,3.29E-05,69.14961674,5.116969367,2.355289597,35058,qua
FBgn0032645,1.748916067,23.53913851,0.002246898,4.282338475,13.45927283,3.750528562,35059,CG15142
FBgn0032646,392.4588569,1321.639516,1.32E-06,48.54812011,3.367587437,1.751715405,35060,mEFTs
FBgn0032647,1.898342753,241.1247219,8.13E-06,17.03279889,127.0185384,6.988895264,35062,CG15143
FBgn0032648,0.436944182,395.2150229,4.31E-06,25.22248878,904.4977358,9.820973081,35063,CG15144
FBgn0032649,0.18504865,205.3482664,4.71E-06,13.30753899,1109.698811,10.11595244,35064,CG15145
FBgn0032650,0,384.9784612,1.34E-07,13.69284431,Inf,Inf,35065,CG7094
FBgn0032654,0.292051846,344.7042282,7.68E-06,24.2838022,1180.284367,10.20491878,35069,CG15147
FBgn0015609,207.6614658,308.6997698,0.037954411,38.1066427,1.486552975,0.571970876,35070,CadN
FBgn0262018,23.96931471,67.95137449,0.000111385,4.936107267,2.834931883,1.503314071,35071,CadN2
FBgn0262017,0,74.3944759,6.51E-10,1.086072617,Inf,Inf,10178909,CG42830
FBgn0262960,0,17.61885389,9.36E-05,1.917334742,Inf,Inf,12798001,CG43271
FBgn0023096,14.45886829,37.12200377,0.001744258,4.23593173,2.567421116,1.360319951,35073,btv
FBgn0032660,0.144892335,170.2594332,2.31E-06,9.779440043,1175.075497,10.19853774,35076,elfless
FBgn0265669,16.37362536,0.237705829,0.000339889,2.213908032,-68.88188406,-6.106052699,19835307,CG44476
FBgn0051785,0,1.974169414,0.003286996,0.41901646,Inf,Inf,318940,CG31785
FBgn0032671,77.5944584,122.871988,0.000618312,6.938899854,1.58351499,0.663130525,35089,JMJD4
FBgn0267486,121.3728631,284.8293972,0.000213443,20.609233,2.346730479,1.230652159,35091,Ptp36E
FBgn0051802,0.694513405,682.6449271,1.15E-05,51.54839782,982.9110885,9.94091711,318949,CG31802
FBgn0051788,0,693.0806081,3.17E-06,42.02512999,Inf,Inf,318942,CG31788
FBgn0051787,0.147159511,337.8247813,1.25E-05,25.87929654,2295.636754,11.16467866,318941,CG31787
FBgn0263086,0,25.32196425,0.000335405,3.465838443,Inf,Inf,12798009,CG43354
FBgn0011559,0.876155538,12819.74134,8.33E-05,1366.605785,14631.80997,13.83682062,35096,Acp36DE
FBgn0261597,8239.700451,3825.372069,0.000254843,574.7135375,-2.153960531,-1.106991814,35098,RpS26
FBgn0086707,440.6464712,314.0618767,0.016363259,38.33358972,-1.403056225,-0.488572824,35099,ncm
FBgn0284256,1335.751806,568.2776047,8.36E-05,81.85978369,-2.350526916,-1.232984201,35100,bsf
FBgn0032681,102.3541035,72.17640213,0.004897009,6.959931975,-1.418110359,-0.503969809,35102,CG10283
FBgn0032683,107.4002019,146.1462287,0.03693182,14.50118669,1.360763073,0.444415896,35104,kon
FBgn0085370,310.5320714,441.0122453,8.78E-05,14.03890261,1.420182602,0.506076439,35107,Pde11
FBgn0032689,437.6803073,547.6665141,0.000404739,15.58186009,1.251293478,0.323420199,35111,CG10413
FBgn0032691,74.78511808,45.45818147,0.003885566,6.443321298,-1.645140999,-0.718211238,35113,Atac2
FBgn0032692,3.444885929,7.088446498,0.035077437,1.344182737,2.057672342,1.04101327,35114,IFT46
FBgn0032693,3.917452074,54.19389055,0.000340004,6.898541664,13.83396389,3.790142691,35115,Cyp310a1
FBgn0263078,0,135.4988625,1.23E-05,10.36370976,Inf,Inf,8674062,CG43339
FBgn0261349,3.615340999,500.7294208,5.11E-06,32.69856437,138.5012979,7.113755686,8673957,Mst36Fb
FBgn0086681,5.128924664,356.2287694,2.48E-05,30.29132336,69.45486486,6.118003844,318948,Mst36Fa
FBgn0015553,203.9179983,4.393069806,0.00034688,27.47776953,-46.41811018,-5.536615882,35119,tos
FBgn0005617,457.1801067,156.0608562,0.000847447,48.96744972,-2.929498901,-1.550653909,35121,msl-1
FBgn0032699,385.7228415,1027.402566,1.34E-06,33.61850634,2.663577201,1.413365097,35123,CG10383
FBgn0032702,165.7361735,139.3173046,0.007944581,6.766632825,-1.189630922,-0.250514053,35126,CG10376
FBgn0025608,496.6578927,560.018601,0.006590858,15.57548413,1.12757415,0.173222309,35129,Faf2
FBgn0032706,274.2892841,482.6712094,0.002311974,41.18680656,1.759715882,0.815342515,35131,Irk3
FBgn0032707,24.73872502,90.34828143,1.52E-05,5.199918386,3.652099344,1.86872601,35132,CG10348
FBgn0261806,0,66.51620118,1.80E-05,5.429472995,Inf,Inf,10178875,CG42752
FBgn0045852,69.38047393,120.1584031,0.012016754,14.28834402,1.731876367,0.792335944,35135,ham
FBgn0264362,0.18504865,3.411842632,0.000444798,0.465165311,18.43754407,4.204574592,14462795,CG43814
FBgn0003896,25.84989829,43.33605183,0.016973987,5.342819659,1.676449607,0.745409117,35147,tup
FBgn0032723,237.6831137,689.0858395,0.000173182,54.81360196,2.899178779,1.535644301,35149,ssp3
FBgn0032726,50.44283597,123.9682701,0.010139398,19.89461896,2.457599135,1.297249614,35152,CG10621
FBgn0032729,203.7060495,438.4959958,0.000110128,26.29743943,2.152591918,1.106074843,35156,L2HGDH
FBgn0086710,4582.900506,1985.541514,3.44E-06,159.6948506,-2.308136331,-1.20672844,44059,RpL30
FBgn0051800,111.2934771,161.0843359,0.0020868,9.642121723,1.447383442,0.533447172,318947,CG31800
FBgn0032744,118.7207137,255.3182833,0.000286251,18.16347482,2.150579081,1.104725183,35172,Ttc19
FBgn0002021,192.3182274,246.8006534,0.002373923,10.82565824,1.283293096,0.35985071,49427,l(2)37Bb
FBgn0032752,202.8085403,152.376743,0.015532787,15.08088618,-1.330967812,-0.412475682,35181,CG10702
FBgn0032753,23.32933329,50.21760207,0.010754036,7.374178043,2.152551959,1.106048062,35182,CG17572
FBgn0032754,0,13.78522108,0.001397225,2.467280595,Inf,Inf,35183,CG10700
FBgn0002023,26.08591209,74.77672892,1.54E-05,3.867218529,2.866556042,1.519318485,35184,Lim3
FBgn0000422,251.4746306,441.400215,0.000159989,22.7372687,1.755247493,0.811674467,35190,Ddc
FBgn0002031,1153.113823,835.3946947,6.98E-07,14.91623219,-1.380322176,-0.465005041,49168,l(2)37Cc
FBgn0086444,105.8233787,81.6662406,0.003025524,5.041177559,-1.295803235,-0.373846665,35192,l(2)37Cb
FBgn0086443,981.8466324,481.3692643,2.00E-06,28.0636627,-2.039695314,-1.028353661,35194,AsnRS
FBgn0086447,76.45723501,23.89209577,9.15E-05,5.697457163,-3.200105832,-1.678119618,35196,l(2)37Cg
FBgn0265263,0.147159511,1485.857742,2.74E-06,87.88671488,10096.91957,13.30162759,10178824,CG42688
FBgn0051797,0,245.4144979,1.90E-06,13.64481109,Inf,Inf,35203,CG31797
FBgn0032768,0.147159511,655.6636983,6.04E-06,44.36269413,4455.462616,12.12135952,35205,CG17564
FBgn0024245,59.44451267,81.60676119,0.020286651,7.077266501,1.372822444,0.457145045,35207,dnt
FBgn0032773,801.8986721,1184.96792,0.020164458,122.1435199,1.477702809,0.563356148,35211,fon
FBgn0032774,712.6506482,1337.767416,8.55E-06,44.89406289,1.877171402,0.908560387,35212,CG17549
FBgn0032775,294.2744559,447.2034346,0.022118039,49.915391,1.519681459,0.603768952,35213,CG17544
FBgn0032783,1031.898128,1405.726472,0.004323344,83.98275835,1.362272529,0.44601535,35222,CG10237
FBgn0284220,1626.171692,401.8949435,5.02E-05,119.393861,-4.046260643,-2.016589255,35225,Top2
FBgn0032796,245.3783216,158.3182719,0.004721456,19.92436781,-1.549905255,-0.632180027,35237,cyst
FBgn0032797,586.3086958,1288.219908,5.01E-05,68.43982381,2.197170053,1.135646533,35238,Hasp
FBgn0005672,202.7857522,279.8885505,0.010176924,20.88018444,1.380218025,0.464896179,35253,spi
FBgn0032811,46.74315327,72.02208694,0.016708802,7.694247514,1.540805057,0.623684343,35255,CG10268
FBgn0032812,112.5628187,71.04928962,0.035573051,15.37502574,-1.584291966,-0.663838231,35256,Hakai
FBgn0032813,15.7839392,37.63820551,0.002006751,4.19939358,2.384588855,1.253740542,35257,PCNA2
FBgn0032815,386.4889412,189.8517033,4.50E-05,18.8129687,-2.035741237,-1.025554192,35260,CG10462
FBgn0032817,336.2053369,395.0391119,0.048372245,23.80679298,1.174993578,0.232652872,35262,CG10631
FBgn0032820,365.3418726,504.6291294,0.026003092,47.40310968,1.381251828,0.465976374,35265,fbp
FBgn0032821,305.0862989,707.6711664,6.77E-06,27.77827601,2.319577014,1.213861747,35267,CdGAPr
FBgn0032827,0,14.07313562,0.001926353,2.68240547,Inf,Inf,35273,CG10481
FBgn0054051,5.835913287,787.5686314,1.11E-05,58.75209572,134.9520791,7.076303393,3885660,CG34051
FBgn0262140,0.144892335,18.57553514,0.001034789,3.113279872,128.202331,7.002278683,10178853,CG42866
FBgn0032834,7.423362382,218.6962203,8.72E-07,10.29723238,29.46053407,4.880711679,35280,CG13965
FBgn0042129,193.0135364,335.740136,0.001479489,25.83103205,1.739464196,0.798642984,59167,OS9
FBgn0014000,128.4250131,234.0766146,0.003396307,22.57564351,1.822671526,0.866054589,44038,Hf
FBgn0264443,22.70975645,84.1275285,0.000112333,6.903299394,3.704466347,1.889265728,35284,CG43861
FBgn0032839,21.63032363,33.06677136,0.045657416,4.54915382,1.528722913,0.612326936,35285,AANATL3
FBgn0014127,144.1670922,254.2560097,0.009207079,29.14315805,1.763620296,0.818539985,35287,barr
FBgn0003978,196.1224013,53.39084329,1.50E-05,11.28523386,-3.673334026,-1.87709009,35289,vls
FBgn0032843,0.626527182,223.0206062,7.64E-07,10.59941516,355.9631773,8.475584199,35291,CG10730
FBgn0032845,108.5568602,149.6310755,0.007467869,10.37721883,1.378365911,0.462958927,35295,CG10747
FBgn0032847,94.06228597,128.4887242,0.00915349,9.101505786,1.36599619,0.449953459,35297,Taf13
FBgn0032849,124.4925006,78.58358369,0.000211789,5.780256662,-1.584204928,-0.66375897,35299,mRpS18B
FBgn0032851,0,16.88677079,6.19E-06,1.147682227,Inf,Inf,2768911,CG13970
FBgn0032853,0,77.84459994,7.28E-06,5.438502143,Inf,Inf,35303,CG10651
FBgn0011638,790.2242626,326.4760336,2.59E-05,40.29951925,-2.420466378,-1.275285054,35305,La
FBgn0032857,216.886285,865.9719397,9.20E-06,47.20250836,3.992746427,1.997381452,35309,CG10947
FBgn0262878,0,63.19842951,3.97E-06,3.981125952,Inf,Inf,12798024,CG43233
FBgn0051677,0,33.20741725,0.000462227,4.821200638,Inf,Inf,318880,CG31677
FBgn0032869,3.251896413,1336.870964,3.85E-06,83.58283927,411.1050275,8.683363205,35321,CG17470
FBgn0016054,85.51232016,49.49081448,0.019791419,11.43203261,-1.727842248,-0.788971506,35322,phr6-4
FBgn0261787,387.0919221,254.2240941,0.000758218,21.15715486,-1.52264058,-0.606575433,35325,brun
FBgn0051678,307.9842995,716.5798004,0.000293209,54.5693226,2.326676397,1.218270569,35327,CG31678
FBgn0032876,447.2485325,261.8562074,0.017592615,57.14475836,-1.70799286,-0.772301944,35330,Cen
FBgn0014859,37.68066156,68.32791911,0.040137269,11.74365319,1.813341812,0.858650897,35332,Hr38
FBgn0032878,0.144892335,397.0965977,2.56E-05,34.44027271,2740.632183,11.420293,35333,CG9316
FBgn0032879,45.79392663,86.83701042,0.021561849,13.30985798,1.89625605,0.923153783,35334,CarT
FBgn0032880,612.0892237,915.1622183,5.14E-05,29.68240213,1.495145124,0.580285524,35335,TM9SF2
FBgn0032881,138.3498424,181.0515338,0.017644714,13.17180328,1.308650091,0.388079399,35337,Amacr
FBgn0032883,137.1669285,999.0442705,9.25E-06,62.74317338,7.283419419,2.864615926,35339,Rhau
FBgn0053322,0.33220816,572.0640194,4.66E-05,55.04584206,1722.004718,10.74987338,2768932,CG33322
FBgn0067311,0,57.27167006,0.000735845,9.0683148,Inf,Inf,2768933,CheB38b
FBgn0067312,0,17.86883747,3.62E-05,1.645937706,Inf,Inf,2768934,CheB38a
FBgn0032891,3.400046452,9.984990671,0.005942857,1.582830704,2.93672184,1.554206623,35349,Oseg5
FBgn0028986,1.028988741,2502.748837,7.95E-05,264.486583,2432.241227,11.24807061,49806,Spn38F
FBgn0032896,43.59573402,81.91816963,0.006926448,9.523212374,1.879040954,0.909996511,35354,CG14400
FBgn0032906,176.4215803,70.6509293,0.006173095,25.63380892,-2.497087894,-1.320246603,35364,RPA2
FBgn0032910,145.519031,248.5706076,0.001021892,17.36565216,1.708165633,0.772447873,35369,CG9265
FBgn0053510,4.491496537,12.03921051,0.001079882,1.285402472,2.680445239,1.422472661,3346224,CG33510
FBgn0284251,372.3648846,206.6775808,8.84E-06,11.96838746,-1.801670424,-0.849335126,35374,l(2)05287
FBgn0023388,349.072278,715.6413375,1.86E-06,20.30857161,2.050123664,1.035710936,35378,Dap160
FBgn0086251,466.8686915,193.3498666,0.000244673,35.34828521,-2.414631568,-1.271803075,35380,del
FBgn0032922,83.88828247,129.755365,0.000635937,7.066301458,1.546763876,0.629252977,35383,Coq3
FBgn0032924,412.5642551,180.7572167,0.000134923,26.91874151,-2.282422039,-1.190565582,35385,Nbr
FBgn0000239,786.9435679,680.9141504,0.043659742,41.62717388,-1.155716278,-0.208787268,45830,bur
FBgn0051624,0,189.4378157,0.000101927,20.9284964,Inf,Inf,35393,CG31624
FBgn0051988,0.84493062,2070.282484,3.16E-06,125.4545284,2450.239624,11.25870713,326182,CG31988
FBgn0032935,135.0282141,221.5427252,0.001589493,15.87833749,1.640714326,0.714324065,35396,Atg18b
FBgn0032934,77.50620537,37.82479908,0.011632073,11.08175493,-2.049084391,-1.034979402,35395,CG8679
FBgn0032940,708.12974,569.660725,0.004038081,30.66726195,-1.243072778,-0.313910764,35402,Mondo
FBgn0053868,0,5.392146535,0.000141466,0.63148037,Inf,Inf,326273,His2B:CG17949
FBgn0022893,2157.211751,259.8128349,7.76E-05,199.7444748,-8.302945279,-3.05362319,35418,Df31
FBgn0032957,151.0428942,417.7513616,5.64E-05,26.54627499,2.76577964,1.467686216,35421,CG2225
FBgn0000559,36027.32415,20534.21822,0.000106957,1726.314966,-1.754501865,-0.811061481,35422,eEF2
FBgn0051612,28.71720059,13.19287128,0.013843443,4.516180466,-2.176721047,-1.122156534,35427,CG31612
FBgn0032964,0,109.8976272,6.01E-05,11.05996211,Inf,Inf,35429,CG11630
FBgn0032965,0.144892335,70.20278636,1.98E-07,2.659931147,484.516908,8.920403201,35431,CG11629
FBgn0283728,0,20.01042179,0.000227887,2.553006696,Inf,Inf,318834,CG31600
FBgn0032969,0,933.8902386,1.37E-06,49.14167425,Inf,Inf,35435,CG2528
FBgn0051601,0,425.6910141,8.84E-07,20.7980072,Inf,Inf,318835,CG31601
FBgn0085202,0,48.23590421,5.78E-05,4.822477765,Inf,Inf,5740285,CG34173
FBgn0260996,0,140.6363575,3.58E-05,12.92915456,Inf,Inf,8674090,CG42597
FBgn0051703,0,34.04116193,9.98E-05,3.746765881,Inf,Inf,318905,tplus3b
FBgn0040519,0,2210.841844,1.55E-08,54.80113774,Inf,Inf,49992,CG15219
FBgn0032972,0,74.10600772,1.16E-08,1.750531353,Inf,Inf,35438,CG10834
FBgn0025674,389.1530353,281.2617947,0.00060825,16.48399578,-1.383597213,-0.468424012,49816,CycK
FBgn0032987,7869.277499,3559.336524,9.82E-06,316.9681085,-2.210883249,-1.144622842,35453,RpL21
FBgn0064225,15978.18049,8582.62626,5.65E-05,736.4245685,-1.861688952,-0.89661205,3355124,RpL5
FBgn0058006,245.0066748,318.3347813,0.003060635,15.33835682,1.29929024,0.377723741,3355123,CG40006
FBgn0058439,1.02445439,0.237705829,0.041905466,0.305227364,-4.309757123,-2.107606568,3355120,CG40439
FBgn0039958,186.8518021,131.6674748,0.015989143,16.61795548,-1.419118901,-0.504995471,3355094,CG12567
FBgn0267976,769.3559443,1007.305441,0.002137493,46.30004507,1.309284016,0.388778087,3355096,Tim23
FBgn0262123,8.650270267,171.2064283,1.41E-05,12.72457055,19.79203227,4.306847852,5740691,l(2)41Ab
FBgn0087011,63.21712865,181.2312239,6.28E-05,11.97040135,2.866805686,1.519444121,5740294,CG41520
FBgn0046706,78.16937067,41.19843312,0.034825008,13.61202545,-1.897386982,-0.924013954,3355064,Haspin
FBgn0262115,292.9492249,252.0723726,0.006283018,9.944559288,-1.162163159,-0.216812627,3355011,CG17683
FBgn0039994,313.5810608,200.2004778,0.005246452,26.53493384,-1.566335226,-0.647393011,3355133,conu
FBgn0033000,109.7602858,55.90937741,0.001032461,9.092508711,-1.963182044,-0.973193959,3355132,CG14464
FBgn0040849,0,7.683859421,0.01819891,2.388293606,Inf,Inf,2768714,Ir41a
FBgn0033015,329.1316222,407.7274028,0.045971358,31.32675116,1.238797415,0.308940278,35485,d4
FBgn0033019,65.35682804,33.20692711,0.005483943,7.595653954,-1.968168503,-0.976853741,35490,CG10395
FBgn0033020,0.439211357,828.6857853,1.37E-06,43.58885358,1886.758556,10.8816941,35491,COX4L
FBgn0050438,52.10178869,1024.515343,4.53E-05,93.16530714,19.66372688,4.297464877,246614,Ugt50B3
FBgn0027507,260.0938321,171.8813573,0.000716394,13.89720274,-1.513217234,-0.597619113,35500,CG1344
FBgn0033031,55.04884974,377.3270096,7.71E-07,15.38433469,6.854403159,2.77703105,35503,CG8245
FBgn0259979,888.5051006,566.1475686,8.46E-06,23.11124262,-1.569387824,-0.650201912,35507,Cndp2
FBgn0259978,478.0998632,733.5423259,0.003153131,53.75789077,1.534286835,0.61756822,46078,vlc
FBgn0022288,417.0471366,101.3044462,2.82E-07,12.72692238,-4.116770312,-2.041512958,46662,l(2)09851
FBgn0266580,689.6546222,260.2179262,2.72E-05,37.63311028,-2.650296358,-1.406153692,35512,Gp210
FBgn0033042,0,70.95682201,0.000179653,8.673193477,Inf,Inf,35515,Tsp42A
FBgn0085414,105.7899907,192.5996414,0.002944082,18.01529196,1.820584728,0.864401884,50320,dpr12
FBgn0033047,357.5083988,589.817481,0.014026097,67.79178539,1.649800349,0.722291447,35520,CG7882
FBgn0033055,181.8467056,318.9775438,2.55E-05,11.89032011,1.754101306,0.810732071,35532,Tbce
FBgn0033058,3.871770881,24.47244491,0.006347546,5.022869403,6.320736856,2.660092754,35535,CCHa2-R
FBgn0033060,53.05284025,68.22862572,0.012499223,4.309742931,1.286050387,0.362947168,35537,CG7849
FBgn0033063,1.38902681,412.8702403,1.10E-05,30.8771344,297.2370564,8.215470177,35541,CG14589
FBgn0033065,143.2129768,368.420091,0.002965576,46.80564735,2.572532875,1.363189514,35543,Cyp6w1
FBgn0033069,0.509464756,118.3403015,1.99E-06,6.600300507,232.2835883,7.859743416,35547,eIF3f2
FBgn0050431,20.98939688,140.3085644,0.000226105,15.20161112,6.684735403,2.740870456,35549,CG30431
FBgn0263144,641.5529544,331.0791767,3.64E-05,28.62116953,-1.937762927,-0.954392077,35552,bin3
FBgn0033074,1.424499961,705.4708933,9.56E-07,34.85222783,495.2410757,8.951987168,35553,tomboy40
FBgn0086655,227.8645362,114.6121082,8.21E-05,12.04242626,-1.988136679,-0.991416942,35555,jing
FBgn0042085,532.753096,316.1420723,0.011291077,60.07714561,-1.685169874,-0.75289403,35560,Bap170
FBgn0029131,344.9379539,226.1426629,0.000924953,19.64188017,-1.525311277,-0.60910369,53585,Debcl
FBgn0050443,132.6071754,70.28619374,0.000235362,7.997699185,-1.886674584,-0.915845607,246618,Opbp
FBgn0013732,278.3961771,51.84995784,0.000469523,32.98639395,-5.369265255,-2.424724679,35564,sced
FBgn0033086,114.6004487,338.2921938,0.000184083,27.46220429,2.951927307,1.561657195,35568,CG9410
FBgn0033092,107.7398768,41.45816742,0.001204452,11.52729601,-2.598761198,-1.37782407,35574,Rpp25
FBgn0033090,1.606290907,92.26448444,2.98E-05,8.075470741,57.43946132,5.843970314,35572,CG15909
FBgn0033093,265.8565928,350.9614055,0.035214677,31.43094043,1.320115487,0.400664146,35575,CG3270
FBgn0014009,425.8937964,497.5226263,0.044595613,28.29618108,1.168184722,0.224268422,35577,Rab2
FBgn0028579,226.743815,1334.865692,2.37E-07,43.3890496,5.887109606,2.557559488,35583,phtf
FBgn0042083,270.9254458,165.837417,0.000408714,14.9147361,-1.633681052,-0.70812635,59261,Mccc2
FBgn0027066,611.6883838,1190.784394,0.000261342,75.73931142,1.946717357,0.961043435,35584,Eb1
FBgn0014028,2613.671763,3426.770519,0.025727087,275.9471417,1.311094441,0.39077161,35590,SdhB
FBgn0265003,518.6428825,418.3711731,0.011160118,27.73554611,-1.23967165,-0.309958047,35594,koi
FBgn0033108,70.07498823,126.9857232,0.000717309,8.968005595,1.812140486,0.857694805,35595,CG15236
FBgn0033115,7.959826838,30.56922193,0.017506992,6.960706706,3.840438059,1.941270881,35602,Spn42De
FBgn0033117,113.2566903,50.22785914,9.92E-06,4.643726665,-2.254858006,-1.173036586,35604,CG3358
FBgn0053348,0.925243248,54.50175895,7.81E-06,3.788433769,58.9053301,5.880326278,2768721,CheB42a
FBgn0053349,2.593004971,7.588681438,0.000259176,0.652393215,2.926597335,1.549224262,2768722,ppk25
FBgn0263656,0.147159511,1.697693115,0.045657938,0.616768403,11.53641451,3.528123003,14462557,CG43647
FBgn0033127,250.7355273,306.6686998,0.0177308,17.27385265,1.223076375,0.290514496,35615,Tsp42Ef
FBgn0033128,177.8412869,255.8292115,0.026416899,26.65149476,1.438525417,0.524590712,35616,Tsp42Eg
FBgn0033129,57.63344947,121.6018155,0.001044134,10.82404837,2.109917359,1.077186493,35617,Tsp42Eh
FBgn0033130,122.1866749,250.9445926,0.005960471,30.96944811,2.053780356,1.038281899,35618,Tsp42Ei
FBgn0033134,124.1386103,180.5992933,0.017678474,17.42409823,1.45481968,0.540840347,35622,Tsp42El
FBgn0033149,0.51725681,329.6717093,1.50E-05,26.03559732,637.3462912,9.315933639,35641,CG11060
FBgn0053140,0.21741291,332.8502471,4.02E-06,20.99843836,1530.958984,10.58021992,35642,CG33140
FBgn0033160,613.2621932,402.5188002,1.34E-05,16.34460128,-1.523561615,-0.607447846,35654,Dhx15
FBgn0033164,0,232.319515,6.32E-05,23.59261669,Inf,Inf,35658,CG11112
FBgn0033165,0,30.98807841,4.06E-05,2.911881828,Inf,Inf,35659,CG11113
FBgn0262583,0,251.4564718,1.79E-05,20.50949347,Inf,Inf,12798080,CG43123
FBgn0262948,0,52.57457788,3.42E-05,4.795460839,Inf,Inf,12798081,CG43267
FBgn0003460,44.17937422,107.1430022,7.75E-05,6.62717029,2.425181526,1.278092738,35662,so
FBgn0033174,59.33930077,1024.468476,8.53E-06,69.28537659,17.26458625,4.109743855,35669,CG11125
FBgn0261397,820.318929,2191.760048,9.77E-06,100.7681145,2.671838928,1.417833037,35680,didum
FBgn0033187,103.6059499,158.8226096,0.001993422,10.59611637,1.532948733,0.616309449,35685,PIG-G
FBgn0033192,65.96366527,111.9425872,0.026471996,15.72138296,1.697034068,0.763015528,35691,Corin
FBgn0033194,705.9262828,1035.867525,0.000110062,36.95082036,1.467387672,0.55325007,35693,Vps13
FBgn0263077,879.8843035,1271.058818,0.000922215,64.64121358,1.444574943,0.530645051,35698,CG43340
FBgn0263046,10.76124511,62.23114899,7.37E-05,5.369200695,5.782894853,2.531791871,12798088,CG43341
FBgn0050491,58.33686529,220.0921237,5.53E-05,16.04351657,3.772779402,1.915627747,35704,CG30491
FBgn0033203,99.68013003,191.0862991,0.005059134,21.22731382,1.916994882,0.938846486,35706,CG2070
FBgn0033204,41.54255482,72.98449697,0.048572679,12.73854408,1.756861062,0.813000103,35707,CG2065
FBgn0033209,300.8554941,242.918048,0.044222686,22.83141712,-1.23850614,-0.308601021,35712,CG12107
FBgn0050493,150.2280611,212.2354294,0.009923989,16.69613749,1.4127549,0.498511193,246650,Coq9
FBgn0050496,69.77651266,174.0425141,0.000852815,16.97584296,2.494285075,1.318626362,246652,CG30496
FBgn0033226,921.6545063,1649.556999,0.000356168,100.7301177,1.789778043,0.839780685,35733,puml
FBgn0003082,116.1483598,67.51856258,0.001728043,9.072648817,-1.720243372,-0.782612685,35735,phr
FBgn0050377,227.5508109,12.98166694,0.000189085,26.46953764,-17.52862802,-4.131641174,50252,CG30377
FBgn0026722,266.121515,123.7942993,1.06E-06,7.165237724,-2.149707349,-1.104140272,35747,drosha
FBgn0085460,0.21741291,66.47918254,4.43E-05,6.322064941,305.7738507,8.256321225,5740655,CG34431
FBgn0027548,354.4102097,165.3991908,0.003832648,41.40889153,-2.142756612,-1.099467989,35756,nito
FBgn0027054,305.971066,236.4462307,0.001761669,13.02018995,-1.294040785,-0.371883088,35759,CSN4
FBgn0013308,6.855592403,22.22229703,0.00347542,3.299154101,3.241484576,1.696654708,35767,Odc2
FBgn0025360,22.31827555,173.5157046,2.28E-05,12.85297452,7.774601769,2.958768779,44108,Optix
FBgn0020279,1897.375158,1201.574408,5.49E-05,68.92873866,-1.579074209,-0.659078972,35771,lig
FBgn0028563,477.011343,273.6276408,0.00032394,27.66090325,-1.743286393,-0.8018096,35774,sut1
FBgn0028561,0.18504865,261.7419396,0.00015689,31.20324812,1414.449337,10.46602479,44268,sut3
FBgn0033257,24.27347505,58.28984793,0.006229348,8.260167415,2.401380429,1.263863975,35777,sand
FBgn0033259,278.413856,344.1178694,0.000646401,10.15336082,1.23599405,0.305671798,35779,Tmem63
FBgn0033261,70.73408565,48.6422265,0.04152538,8.548289563,-1.454170393,-0.540196328,35781,udd
FBgn0033264,392.3545532,166.2811075,3.49E-05,20.69750892,-2.359585879,-1.23853368,35784,Nup50
FBgn0033266,146.3284616,113.5674231,0.009222706,8.675946601,-1.288472149,-0.365661353,35786,Socs44A
FBgn0005648,356.9917886,252.9002038,0.0023072,20.56525423,-1.411591542,-0.497322691,35788,Pabp2
FBgn0021995,489.4645646,168.5489856,3.09E-07,13.13265422,-2.903989975,-1.538036473,44087,Rs1
FBgn0033273,149.9726618,77.09549721,0.003882904,16.0093143,-1.94528432,-0.959981033,35795,Gasz
FBgn0011659,104.1103435,33.32316625,0.00064598,10.93753826,-3.124263245,-1.643516017,35796,Mlh1
FBgn0013726,619.9767578,299.6382231,5.89E-05,32.12527435,-2.069084349,-1.04899246,35801,pnut
FBgn0261588,74.99811596,172.7385706,0.000287127,13.00385373,2.3032388,1.203663998,35813,pdm3
FBgn0033283,0,707.7397459,2.37E-06,40.86055748,Inf,Inf,35808,CG11635
